Species	Symbol	Ensembl	Family	Protein	Entrez ID
Rattus_norvegicus	Tfdp2	ENSRNOG00000011241	E2F	ENSRNOP00000070243;ENSRNOP00000015014;	300947
Rattus_norvegicus	Rfx2	ENSRNOG00000045846	RFX	ENSRNOP00000064610;ENSRNOP00000074363;	301121
Rattus_norvegicus	Smad7	ENSRNOG00000018359	MH1	ENSRNOP00000024831;	81516
Rattus_norvegicus	Zfp82	ENSRNOG00000047379	zf-C2H2	ENSRNOP00000065446;	100910231
Rattus_norvegicus	LOC100364335	ENSRNOG00000061058	CSD	ENSRNOP00000069264;	117180
Rattus_norvegicus	Hoxa4	ENSRNOG00000057095	Homeobox	ENSRNOP00000075736;ENSRNOP00000073427;	100360577
Rattus_norvegicus	Dbx1	ENSRNOG00000014706	Homeobox	ENSRNOP00000019739;	292934
Rattus_norvegicus	Hoxa5	ENSRNOG00000052804	Homeobox	ENSRNOP00000073150;	-
Rattus_norvegicus	LOC102551340	ENSRNOG00000047145	zf-C2H2	ENSRNOP00000071009;ENSRNOP00000066288;	102551340
Rattus_norvegicus	Arid4b	ENSRNOG00000049751	ARID	ENSRNOP00000010836;	84481
Rattus_norvegicus	Meox2	ENSRNOG00000006588	Homeobox	ENSRNOP00000008803;	29279
Rattus_norvegicus	Zfp541	ENSRNOG00000021800	zf-C2H2	ENSRNOP00000055040;	308108
Rattus_norvegicus	Stat5b	ENSRNOG00000019075	STAT	ENSRNOP00000026354;ENSRNOP00000070284;	25126
Rattus_norvegicus	Hoxd10	ENSRNOG00000001581	Homeobox	ENSRNOP00000002148;	303991
Rattus_norvegicus	Prdm15	ENSRNOG00000001620	zf-C2H2	ENSRNOP00000041592;	304054
Rattus_norvegicus	Rhoxf10	ENSRNOG00000040026	Homeobox	ENSRNOP00000058257;	652926
Rattus_norvegicus	Foxs1	ENSRNOG00000008529	Fork_head	ENSRNOP00000011262;	311547
Rattus_norvegicus	Zfp292	ENSRNOG00000031031	zf-C2H2	ENSRNOP00000035972;	50552
Rattus_norvegicus	Nfe2l1	ENSRNOG00000008830	TF_bZIP	ENSRNOP00000061935;	360610
Rattus_norvegicus	Zfp933	ENSRNOG00000056374	zf-C2H2	ENSRNOP00000073141;	-
Rattus_norvegicus	Prrx1	ENSRNOG00000003720	Homeobox	ENSRNOP00000004950;ENSRNOP00000075169;	266813
Rattus_norvegicus	AABR07035218.1	ENSRNOG00000029813	HMG	ENSRNOP00000049627;	-
Rattus_norvegicus	E2f1	ENSRNOG00000016708	E2F	ENSRNOP00000022428;	399489
Rattus_norvegicus	Hsfy2	ENSRNOG00000038569	HSF	ENSRNOP00000055621;	316409
Rattus_norvegicus	Glis1	ENSRNOG00000000138	zf-C2H2	ENSRNOP00000036043;ENSRNOP00000064202;	298732
Rattus_norvegicus	E4f1	ENSRNOG00000009224	zf-C2H2	ENSRNOP00000012506;	681359
Rattus_norvegicus	LOC691254	ENSRNOG00000025261	zf-C2H2	ENSRNOP00000046087;	691254
Rattus_norvegicus	Irx6	ENSRNOG00000011037	Homeobox	ENSRNOP00000014831;	307715
Rattus_norvegicus	Zfp516	ENSRNOG00000016258	zf-C2H2	ENSRNOP00000072097;ENSRNOP00000021768;	291406
Rattus_norvegicus	Atf7	ENSRNOG00000015269	TF_bZIP	ENSRNOP00000020527;	315333
Rattus_norvegicus	Gsx1	ENSRNOG00000000952	Homeobox	ENSRNOP00000001260;	288457
Rattus_norvegicus	Pax2	ENSRNOG00000014253	PAX	ENSRNOP00000070907;ENSRNOP00000040130;	293992
Rattus_norvegicus	Zfp133	ENSRNOG00000027955	zf-C2H2	ENSRNOP00000038318;	499900
Rattus_norvegicus	Smad9	ENSRNOG00000000091	MH1	ENSRNOP00000000102;	103691556
Rattus_norvegicus	Zfp494	ENSRNOG00000042772	zf-C2H2	ENSRNOP00000062377;	-
Rattus_norvegicus	Sox2	ENSRNOG00000012199	HMG	ENSRNOP00000016236;	499593
Rattus_norvegicus	Hoxc4	ENSRNOG00000016613	Homeobox	ENSRNOP00000022398;	24459
Rattus_norvegicus	Hoxd8	ENSRNOG00000042480	Homeobox	ENSRNOP00000060145;	-
Rattus_norvegicus	Klf12	ENSRNOG00000009145	zf-C2H2	ENSRNOP00000073633;ENSRNOP00000012424;	306110
Rattus_norvegicus	Crem	ENSRNOG00000014900	TF_bZIP	ENSRNOP00000020204;ENSRNOP00000020012;ENSRNOP00000020160;ENSRNOP00000067279;ENSRNOP00000074062;ENSRNOP00000070810;ENSRNOP00000062109;	25620
Rattus_norvegicus	Zfp7	ENSRNOG00000050695	zf-C2H2	ENSRNOP00000048755;	108348145
Rattus_norvegicus	Hoxa3	ENSRNOG00000061608	Homeobox	ENSRNOP00000072327;	108348320
Rattus_norvegicus	Sox13	ENSRNOG00000028353	HMG	ENSRNOP00000030216;ENSRNOP00000068223;	289026
Rattus_norvegicus	Myod1	ENSRNOG00000011306	bHLH	ENSRNOP00000015109;	337868
Rattus_norvegicus	Zfp84	ENSRNOG00000046652	zf-C2H2	ENSRNOP00000066106;	-
Rattus_norvegicus	LOC691170	ENSRNOG00000022871	zf-C2H2	ENSRNOP00000034574;	691170
Rattus_norvegicus	Mis18bp1	ENSRNOG00000023093	MYB	ENSRNOP00000071245;ENSRNOP00000034593;	689296
Rattus_norvegicus	Zbtb37	ENSRNOG00000026907	ZBTB	ENSRNOP00000036623;ENSRNOP00000036623;ENSRNOP00000068493;ENSRNOP00000068493;ENSRNOP00000068362;	304918
Rattus_norvegicus	L3mbtl1	ENSRNOG00000007044	zf-C2HC	ENSRNOP00000049326;	311613
Rattus_norvegicus	Hoxb8	ENSRNOG00000007585	Homeobox	ENSRNOP00000009986;	24457
Rattus_norvegicus	Zfp394	ENSRNOG00000000983	zf-C2H2	ENSRNOP00000001302;	252860
Rattus_norvegicus	Tfap2e	ENSRNOG00000027595	AP-2	ENSRNOP00000032823;	313596
Rattus_norvegicus	Csrnp2	ENSRNOG00000019653	CSRNP_N	ENSRNOP00000026613;	315308
Rattus_norvegicus	Zfp276	ENSRNOG00000016631	zf-C2H2	ENSRNOP00000022324;	307924
Rattus_norvegicus	Zfp964	ENSRNOG00000042504	zf-C2H2	ENSRNOP00000060023;	100362170
Rattus_norvegicus	Zfp366	ENSRNOG00000017249	zf-C2H2	ENSRNOP00000023180;	100360041
Rattus_norvegicus	Zfp353	ENSRNOG00000050804	zf-C2H2	ENSRNOP00000067751;	298232
Rattus_norvegicus	Bsx	ENSRNOG00000024438	Homeobox	ENSRNOP00000030106;	500982
Rattus_norvegicus	Zfp251	ENSRNOG00000030308	zf-C2H2	ENSRNOP00000028184;	366954
Rattus_norvegicus	Hoxa1	ENSRNOG00000058485	Homeobox	ENSRNOP00000074252;	103690132
Rattus_norvegicus	Id3	ENSRNOG00000026124	bHLH	ENSRNOP00000035270;	25585
Rattus_norvegicus	AABR07055776.1	ENSRNOG00000031216	zf-C2H2	ENSRNOP00000050722;	-
Rattus_norvegicus	Rax	ENSRNOG00000016944	Homeobox	ENSRNOP00000022785;	-
Rattus_norvegicus	Pou2f2	ENSRNOG00000055650	Pou	ENSRNOP00000075463;ENSRNOP00000072745;	117058
Rattus_norvegicus	Zfp260	ENSRNOG00000020762	zf-C2H2	ENSRNOP00000047459;	53982
Rattus_norvegicus	Terf1	ENSRNOG00000007291	MYB	ENSRNOP00000043160;	297758
Rattus_norvegicus	Litaf	ENSRNOG00000002520	zf-LITAF-like	ENSRNOP00000003412;	65161
Rattus_norvegicus	Tbx21	ENSRNOG00000009427	T-box	ENSRNOP00000012538;	303496
Rattus_norvegicus	Gsx2	ENSRNOG00000002266	Homeobox	ENSRNOP00000003080;	364140
Rattus_norvegicus	AABR07054578.1	ENSRNOG00000019099	zf-C2H2	ENSRNOP00000029595;	-
Rattus_norvegicus	Smad2	ENSRNOG00000018140	MH1	ENSRNOP00000048329;ENSRNOP00000075341;ENSRNOP00000071524;	29357
Rattus_norvegicus	LOC103694517	ENSRNOG00000052269	HMG	ENSRNOP00000073314;	103694517
Rattus_norvegicus	Klf4	ENSRNOG00000016299	zf-C2H2	ENSRNOP00000022255;	114505
Rattus_norvegicus	Foxj3	ENSRNOG00000061851	Fork_head	ENSRNOP00000069938;	313554
Rattus_norvegicus	Mier3	ENSRNOG00000013121	MYB	ENSRNOP00000069147;ENSRNOP00000017571;	310086
Rattus_norvegicus	AABR07001926.3	ENSRNOG00000061533	zf-C2H2	ENSRNOP00000071753;	-
Rattus_norvegicus	Srebf2	ENSRNOG00000007400	bHLH	ENSRNOP00000071436;ENSRNOP00000052893;	300095
Rattus_norvegicus	AABR07049728.1	ENSRNOG00000033231	zf-C2H2	ENSRNOP00000049818;	-
Rattus_norvegicus	Rhox12	ENSRNOG00000040033	Homeobox	ENSRNOP00000058263;	363437
Rattus_norvegicus	Zscan26	ENSRNOG00000053518	zf-C2H2	ENSRNOP00000074883;ENSRNOP00000073520;	266792
Rattus_norvegicus	Pbx2	ENSRNOG00000000440	Homeobox	ENSRNOP00000000509;	406164
Rattus_norvegicus	Hoxd3	ENSRNOG00000001577	Homeobox	ENSRNOP00000034938;	288152
Rattus_norvegicus	Mitf	ENSRNOG00000008658	bHLH	ENSRNOP00000073565;ENSRNOP00000044350;	25094
Rattus_norvegicus	Tlx2	ENSRNOG00000055188	Homeobox	ENSRNOP00000069677;	103692164
Rattus_norvegicus	Zfat	ENSRNOG00000025140	zf-C2H2	ENSRNOP00000076243;ENSRNOP00000059224;	362925
Rattus_norvegicus	Foxi2	ENSRNOG00000018917	Fork_head	ENSRNOP00000025569;	-
Rattus_norvegicus	Hinfp	ENSRNOG00000009499	zf-C2H2	ENSRNOP00000012868;	300665
Rattus_norvegicus	AABR07006487.1	ENSRNOG00000032137	Fork_head	ENSRNOP00000074236;	-
Rattus_norvegicus	Tal1	ENSRNOG00000025051	bHLH	ENSRNOP00000034958;ENSRNOP00000071897;	313507
Rattus_norvegicus	Zfp653	ENSRNOG00000014065	zf-C2H2	ENSRNOP00000018874;	300446
Rattus_norvegicus	Zbtb4	ENSRNOG00000014689	ZBTB	ENSRNOP00000019687;ENSRNOP00000019687;	287441
Rattus_norvegicus	AC108595.1	ENSRNOG00000032420	HMG	ENSRNOP00000050465;	-
Rattus_norvegicus	Zfp40	ENSRNOG00000011675	zf-C2H2	ENSRNOP00000015520;	-
Rattus_norvegicus	Six1	ENSRNOG00000022777	Homeobox	ENSRNOP00000037345;	114634
Rattus_norvegicus	Nr2e1	ENSRNOG00000050550	RXR-like	ENSRNOP00000064408;	684085
Rattus_norvegicus	Elf2	ENSRNOG00000010815	ETS	ENSRNOP00000015067;ENSRNOP00000047984;	361944
Rattus_norvegicus	Elf4	ENSRNOG00000005352	ETS	ENSRNOP00000051409;	302811
Rattus_norvegicus	Pparg	ENSRNOG00000008839	THR-like	ENSRNOP00000073235;ENSRNOP00000045012;ENSRNOP00000012137;	25664
Rattus_norvegicus	Satb1	ENSRNOG00000012942	CUT	ENSRNOP00000070853;ENSRNOP00000017557;	316164
Rattus_norvegicus	Sall3	ENSRNOG00000026116	zf-C2H2	ENSRNOP00000037246;	364910
Rattus_norvegicus	Hoxc10	ENSRNOG00000016149	Homeobox	ENSRNOP00000021647;	315338
Rattus_norvegicus	Shox2	ENSRNOG00000012478	Homeobox	ENSRNOP00000016843;	25546
Rattus_norvegicus	Atf5	ENSRNOG00000020060	TF_bZIP	ENSRNOP00000027260;	282840
Rattus_norvegicus	Rhox3	ENSRNOG00000040010	Homeobox	ENSRNOP00000047745;	-
Rattus_norvegicus	Zfp764	ENSRNOG00000031003	zf-C2H2	ENSRNOP00000046081;	102553866
Rattus_norvegicus	Rorc	ENSRNOG00000020836	THR-like	ENSRNOP00000058884;	368158
Rattus_norvegicus	Mnt	ENSRNOG00000002894	bHLH	ENSRNOP00000003933;ENSRNOP00000075865;	287521
Rattus_norvegicus	LOC103690114	ENSRNOG00000020774	zf-C2H2	ENSRNOP00000064739;	103690114
Rattus_norvegicus	LOC103689925	ENSRNOG00000047484	Homeobox	ENSRNOP00000064914;	103689925
Rattus_norvegicus	AABR07036019.1	ENSRNOG00000051442	zf-C2H2	ENSRNOP00000073606;	-
Rattus_norvegicus	Zfp2	ENSRNOG00000030750	zf-C2H2	ENSRNOP00000041481;	497897
Rattus_norvegicus	Nkx3-1	ENSRNOG00000015477	Homeobox	ENSRNOP00000020753;	305999
Rattus_norvegicus	Zfp639	ENSRNOG00000043053	zf-C2H2	ENSRNOP00000062807;	683504
Rattus_norvegicus	Zfp879	ENSRNOG00000030517	zf-C2H2	ENSRNOP00000036773;	497896
Rattus_norvegicus	Zfp473	ENSRNOG00000026572	zf-C2H2	ENSRNOP00000031891;	292884
Rattus_norvegicus	Tp73	ENSRNOG00000024707	P53	ENSRNOP00000052265;	362675
Rattus_norvegicus	Zfp426	ENSRNOG00000033624	zf-C2H2	ENSRNOP00000069966;ENSRNOP00000038875;	690895
Rattus_norvegicus	Ebf1	ENSRNOG00000028845	COE	ENSRNOP00000067433;ENSRNOP00000068330;ENSRNOP00000068319;ENSRNOP00000050344;	116543
Rattus_norvegicus	AABR07031494.1	ENSRNOG00000030131	zf-C2H2	ENSRNOP00000034947;	-
Rattus_norvegicus	Csdc2	ENSRNOG00000005332	CSD	ENSRNOP00000007091;	266600
Rattus_norvegicus	Smad3	ENSRNOG00000008620	MH1	ENSRNOP00000037346;	25631
Rattus_norvegicus	AABR07033023.1	ENSRNOG00000029956	zf-C2H2	ENSRNOP00000039110;	-
Rattus_norvegicus	Jarid2	ENSRNOG00000045918	ARID	ENSRNOP00000067055;	681740
Rattus_norvegicus	AABR07055834.1	ENSRNOG00000021900	zf-C2H2	ENSRNOP00000040976;	-
Rattus_norvegicus	Zbtb40	ENSRNOG00000022039	ZBTB	ENSRNOP00000035665;ENSRNOP00000035665;	362635
Rattus_norvegicus	Lhx5	ENSRNOG00000001392	Homeobox	ENSRNOP00000001883;	124451
Rattus_norvegicus	Tp53	ENSRNOG00000010756	P53	ENSRNOP00000074031;ENSRNOP00000068796;ENSRNOP00000047840;	24842
Rattus_norvegicus	Arx	ENSRNOG00000053562	Homeobox	ENSRNOP00000071239;ENSRNOP00000075250;	317268
Rattus_norvegicus	RGD1560108	ENSRNOG00000032042	zf-BED	ENSRNOP00000046062;	499309
Rattus_norvegicus	Dnajc2	ENSRNOG00000012392	MYB	ENSRNOP00000016909;	116456
Rattus_norvegicus	Thap1	ENSRNOG00000056956	THAP	ENSRNOP00000071777;	306547
Rattus_norvegicus	Pax4	ENSRNOG00000008020	PAX	ENSRNOP00000010658;	83630
Rattus_norvegicus	Zfp316	ENSRNOG00000001094	zf-C2H2	ENSRNOP00000045973;	304293
Rattus_norvegicus	Zkscan2	ENSRNOG00000024245	zf-C2H2	ENSRNOP00000020281;	368120
Rattus_norvegicus	Zfp869	ENSRNOG00000033351	zf-C2H2	ENSRNOP00000015611;	100361114
Rattus_norvegicus	LOC103691238	ENSRNOG00000019884	zf-C2H2	ENSRNOP00000026979;	103691238
Rattus_norvegicus	LOC100910807	ENSRNOG00000046156	ZBTB	ENSRNOP00000066134;ENSRNOP00000066134;	501506
Rattus_norvegicus	Srebf1	ENSRNOG00000003463	bHLH	ENSRNOP00000004753;ENSRNOP00000050057;	78968
Rattus_norvegicus	RGD1564807	ENSRNOG00000031728	zf-C2H2	ENSRNOP00000054163;	290911
Rattus_norvegicus	Gatad2b	ENSRNOG00000015553	zf-GATA	ENSRNOP00000021502;ENSRNOP00000071152;	310614
Rattus_norvegicus	Zfp483	ENSRNOG00000014975	zf-C2H2	ENSRNOP00000020207;	170955
Rattus_norvegicus	Nfe2l2	ENSRNOG00000001548	TF_bZIP	ENSRNOP00000002114;	83619
Rattus_norvegicus	Pou4f3	ENSRNOG00000018842	Pou	ENSRNOP00000025465;	364855
Rattus_norvegicus	Sub1	ENSRNOG00000050563	PC4	ENSRNOP00000067467;	192269
Rattus_norvegicus	LOC103692128	ENSRNOG00000048146	Homeobox	ENSRNOP00000064444;	103692128
Rattus_norvegicus	Zfp846	ENSRNOG00000020356	zf-C2H2	ENSRNOP00000063156;	363022
Rattus_norvegicus	Cbfb	ENSRNOG00000014647	CBF	ENSRNOP00000019656;	361391
Rattus_norvegicus	Mafa	ENSRNOG00000007668	TF_bZIP	ENSRNOP00000010084;	366949
Rattus_norvegicus	Nobox	ENSRNOG00000025720	Homeobox	ENSRNOP00000037528;	502759
Rattus_norvegicus	Dnajc21	ENSRNOG00000017876	zf-C2H2	ENSRNOP00000024218;	192210
Rattus_norvegicus	Tcf7l1	ENSRNOG00000014753	HMG	ENSRNOP00000020005;	312451
Rattus_norvegicus	Zfp46	ENSRNOG00000049975	zf-C2H2	ENSRNOP00000067608;	298558
Rattus_norvegicus	Zbtb5	ENSRNOG00000012726	ZBTB	ENSRNOP00000075930;ENSRNOP00000075930;ENSRNOP00000017047;ENSRNOP00000017047;ENSRNOP00000076034;	298084
Rattus_norvegicus	Ikzf2	ENSRNOG00000027430	zf-C2H2	ENSRNOP00000054658;ENSRNOP00000069412;	301476
Rattus_norvegicus	Zfp688	ENSRNOG00000018379	zf-C2H2	ENSRNOP00000024858;	102554302
Rattus_norvegicus	Nkx2-1	ENSRNOG00000008644	Homeobox	ENSRNOP00000011453;	25628
Rattus_norvegicus	Arid4a	ENSRNOG00000026239	ARID	ENSRNOP00000071353;	314205
Rattus_norvegicus	Zfp472	ENSRNOG00000004572	zf-C2H2	ENSRNOP00000074976;ENSRNOP00000006044;	314587
Rattus_norvegicus	Elf3	ENSRNOG00000006330	ETS	ENSRNOP00000008753;	304815
Rattus_norvegicus	Gmeb1	ENSRNOG00000010910	SAND	ENSRNOP00000014506;	500558
Rattus_norvegicus	Klf15	ENSRNOG00000017808	zf-C2H2	ENSRNOP00000024011;	85497
Rattus_norvegicus	Spib	ENSRNOG00000019660	ETS	ENSRNOP00000026599;	499146
Rattus_norvegicus	Zik1	ENSRNOG00000046455	zf-C2H2	ENSRNOP00000066382;	100911224
Rattus_norvegicus	Zfp566	ENSRNOG00000048138	zf-C2H2	ENSRNOP00000064228;	-
Rattus_norvegicus	LOC103690028	ENSRNOG00000010589	zf-C2H2	ENSRNOP00000060898;ENSRNOP00000073087;	103690028
Rattus_norvegicus	Pitx1	ENSRNOG00000011423	Homeobox	ENSRNOP00000015307;	113983
Rattus_norvegicus	Tlx3	ENSRNOG00000004976	Homeobox	ENSRNOP00000006676;	497881
Rattus_norvegicus	Batf2	ENSRNOG00000021018	TF_bZIP	ENSRNOP00000028527;	309178
Rattus_norvegicus	E2f4	ENSRNOG00000015708	E2F	ENSRNOP00000021145;	100360427
Rattus_norvegicus	Thap6	ENSRNOG00000058724	THAP	ENSRNOP00000071541;	305244
Rattus_norvegicus	Zfp655	ENSRNOG00000060129	zf-C2H2	ENSRNOP00000072025;	360764
Rattus_norvegicus	Zbtb43	ENSRNOG00000017017	ZBTB	ENSRNOP00000022814;ENSRNOP00000022814;	311872
Rattus_norvegicus	Prdm16	ENSRNOG00000045913	zf-C2H2	ENSRNOP00000067712;ENSRNOP00000064955;ENSRNOP00000068014;ENSRNOP00000068441;	100366024
Rattus_norvegicus	Znf740	ENSRNOG00000012192	zf-C2H2	ENSRNOP00000016240;	685834
Rattus_norvegicus	LOC100912163	ENSRNOG00000016391	ARID	ENSRNOP00000069593;ENSRNOP00000022445;	100912163
Rattus_norvegicus	Rfx7	ENSRNOG00000060367	RFX	ENSRNOP00000069427;	315804
Rattus_norvegicus	Gata1	ENSRNOG00000025534	zf-GATA	ENSRNOP00000038111;	108348091
Rattus_norvegicus	AABR07054358.1	ENSRNOG00000048094	HMG	ENSRNOP00000065497;	-
Rattus_norvegicus	Bach1	ENSRNOG00000001582	TF_bZIP	ENSRNOP00000071976;ENSRNOP00000002151;	304127
Rattus_norvegicus	AABR07002870.2	ENSRNOG00000051494	zf-C2H2	ENSRNOP00000072318;	-
Rattus_norvegicus	Mafg	ENSRNOG00000036697	TF_bZIP	ENSRNOP00000051853;	64188
Rattus_norvegicus	Zbtb41	ENSRNOG00000011137	ZBTB	ENSRNOP00000015596;ENSRNOP00000015596;	289052
Rattus_norvegicus	Ikzf5	ENSRNOG00000025651	zf-C2H2	ENSRNOP00000071231;ENSRNOP00000036563;	309031
Rattus_norvegicus	Zfp521	ENSRNOG00000016874	zf-C2H2	ENSRNOP00000068573;ENSRNOP00000022637;	307579
Rattus_norvegicus	Hsf2	ENSRNOG00000000808	HSF	ENSRNOP00000001059;	64441
Rattus_norvegicus	Rhox4g	ENSRNOG00000027994	Homeobox	ENSRNOP00000031307;	103689929
Rattus_norvegicus	Maff	ENSRNOG00000012886	TF_bZIP	ENSRNOP00000017181;	366960
Rattus_norvegicus	Zfp711	ENSRNOG00000022391	zf-C2H2	ENSRNOP00000041511;	302327
Rattus_norvegicus	Neurog3	ENSRNOG00000024413	bHLH	ENSRNOP00000000661;	60329
Rattus_norvegicus	Zfp64	ENSRNOG00000012762	zf-C2H2	ENSRNOP00000017063;	311661
Rattus_norvegicus	Zfp870	ENSRNOG00000030416	zf-C2H2	ENSRNOP00000045589;	362845
Rattus_norvegicus	Spi1	ENSRNOG00000012172	ETS	ENSRNOP00000016306;	366126
Rattus_norvegicus	Zfp507	ENSRNOG00000013565	zf-C2H2	ENSRNOP00000018153;ENSRNOP00000070739;	292816
Rattus_norvegicus	AABR07019870.1	ENSRNOG00000038033	HMG	ENSRNOP00000054682;	-
Rattus_norvegicus	Zfp180	ENSRNOG00000029336	zf-C2H2	ENSRNOP00000026077;	246279
Rattus_norvegicus	AABR07007130.1	ENSRNOG00000032668	zf-C2H2	ENSRNOP00000050302;	-
Rattus_norvegicus	Klf3	ENSRNOG00000002163	zf-C2H2	ENSRNOP00000002960;	114845
Rattus_norvegicus	Stat3	ENSRNOG00000019742	STAT	ENSRNOP00000026760;	25125
Rattus_norvegicus	Foxg1	ENSRNOG00000047891	Fork_head	ENSRNOP00000067118;	24370
Rattus_norvegicus	Arid3a	ENSRNOG00000026435	ARID	ENSRNOP00000026708;ENSRNOP00000073120;	314616
Rattus_norvegicus	Lin28a	ENSRNOG00000060320	CSD	ENSRNOP00000071200;	500562
Rattus_norvegicus	Ovol3	ENSRNOG00000047959	zf-C2H2	ENSRNOP00000066546;	100912425
Rattus_norvegicus	Bcl6	ENSRNOG00000001843	ZBTB	ENSRNOP00000002522;ENSRNOP00000002522;	303836
Rattus_norvegicus	Zscan4f	ENSRNOG00000028214	zf-C2H2	ENSRNOP00000033865;	503124
Rattus_norvegicus	Zfp866	ENSRNOG00000042580	zf-C2H2	ENSRNOP00000029668;	100362083
Rattus_norvegicus	Rhox8	ENSRNOG00000031534	Homeobox	ENSRNOP00000041820;	503423
Rattus_norvegicus	LOC100911224	ENSRNOG00000055843	zf-C2H2	ENSRNOP00000075004;	100359821
Rattus_norvegicus	Zfp646	ENSRNOG00000026115	zf-C2H2	ENSRNOP00000075282;	309003
Rattus_norvegicus	Rcor2	ENSRNOG00000021183	MYB	ENSRNOP00000035978;	102552640
Rattus_norvegicus	Zfp775	ENSRNOG00000008362	zf-C2H2	ENSRNOP00000011041;	312309
Rattus_norvegicus	Tfap4	ENSRNOG00000005227	bHLH	ENSRNOP00000006979;	360482
Rattus_norvegicus	Fli1	ENSRNOG00000008904	ETS	ENSRNOP00000059605;	315532
Rattus_norvegicus	Irf7	ENSRNOG00000017414	IRF	ENSRNOP00000023504;	293624
Rattus_norvegicus	Npas4	ENSRNOG00000020009	bHLH	ENSRNOP00000027119;	266734
Rattus_norvegicus	Elf5	ENSRNOG00000008282	ETS	ENSRNOP00000011035;	366142
Rattus_norvegicus	AC094217.2	ENSRNOG00000039788	HMG	ENSRNOP00000073869;	-
Rattus_norvegicus	RGD1560585	ENSRNOG00000060534	HMG	ENSRNOP00000070545;	317597
Rattus_norvegicus	Nfya	ENSRNOG00000012702	NF-YA	ENSRNOP00000017157;ENSRNOP00000075707;	29508
Rattus_norvegicus	Zfp142	ENSRNOG00000022414	zf-C2H2	ENSRNOP00000063907;ENSRNOP00000069440;	316524
Rattus_norvegicus	Hnf4a	ENSRNOG00000008895	RXR-like	ENSRNOP00000071432;ENSRNOP00000011978;ENSRNOP00000073501;	25735
Rattus_norvegicus	Fezf1	ENSRNOG00000007608	zf-C2H2	ENSRNOP00000010019;	500048
Rattus_norvegicus	Ptf1a	ENSRNOG00000016902	bHLH	ENSRNOP00000022727;	117034
Rattus_norvegicus	Prrx2	ENSRNOG00000058329	Homeobox	ENSRNOP00000070422;	113931
Rattus_norvegicus	Rest	ENSRNOG00000002074	zf-C2H2	ENSRNOP00000002837;ENSRNOP00000002844;	83618
Rattus_norvegicus	Zeb1	ENSRNOG00000017863	zf-C2H2	ENSRNOP00000049343;ENSRNOP00000049343;ENSRNOP00000024336;ENSRNOP00000024336;	25705
Rattus_norvegicus	Nr1d2	ENSRNOG00000046912	THR-like	ENSRNOP00000075553;ENSRNOP00000065585;	259241
Rattus_norvegicus	Erg	ENSRNOG00000001652	ETS	ENSRNOP00000069853;ENSRNOP00000047414;ENSRNOP00000070629;	170909
Rattus_norvegicus	Mnx1	ENSRNOG00000046959	Homeobox	ENSRNOP00000064986;	682076
Rattus_norvegicus	Pias2	ENSRNOG00000017493	zf-MIZ	ENSRNOP00000023886;	83422
Rattus_norvegicus	Nfe2	ENSRNOG00000036837	TF_bZIP	ENSRNOP00000052156;	366998
Rattus_norvegicus	Foxp3	ENSRNOG00000011702	Fork_head	ENSRNOP00000073801;ENSRNOP00000015641;	317382
Rattus_norvegicus	Hmg1l1	ENSRNOG00000051482	HMG	ENSRNOP00000073890;	679571
Rattus_norvegicus	Zfp526	ENSRNOG00000047526	zf-C2H2	ENSRNOP00000066458;	687127
Rattus_norvegicus	Zfpm2	ENSRNOG00000004109	zf-C2H2	ENSRNOP00000035072;	-
Rattus_norvegicus	LOC103694516	ENSRNOG00000049646	HMG	ENSRNOP00000065631;	103694516
Rattus_norvegicus	Klf16	ENSRNOG00000033694	zf-C2H2	ENSRNOP00000051080;	690820
Rattus_norvegicus	Hoxb4	ENSRNOG00000008191	Homeobox	ENSRNOP00000010965;	497988
Rattus_norvegicus	Zfp61	ENSRNOG00000019416	zf-C2H2	ENSRNOP00000073100;ENSRNOP00000026264;ENSRNOP00000073337;ENSRNOP00000026252;	499095
Rattus_norvegicus	Prdm1	ENSRNOG00000000323	zf-C2H2	ENSRNOP00000068267;ENSRNOP00000040939;	309871
Rattus_norvegicus	Zfp384	ENSRNOG00000017066	zf-C2H2	ENSRNOP00000023242;ENSRNOP00000037592;ENSRNOP00000052839;ENSRNOP00000072846;ENSRNOP00000074298;ENSRNOP00000023192;	171018
Rattus_norvegicus	Gli1	ENSRNOG00000025120	zf-C2H2	ENSRNOP00000009803;	140589
Rattus_norvegicus	AABR07002247.1	ENSRNOG00000050476	zf-C2H2	ENSRNOP00000064439;	-
Rattus_norvegicus	Trerf1	ENSRNOG00000022598	zf-C2H2	ENSRNOP00000032697;ENSRNOP00000072249;	316219
Rattus_norvegicus	Pax5	ENSRNOG00000024729	PAX	ENSRNOP00000030607;	-
Rattus_norvegicus	Dmrt3	ENSRNOG00000016284	DM	ENSRNOP00000021792;	293976
Rattus_norvegicus	Rbak	ENSRNOG00000001099	zf-C2H2	ENSRNOP00000072704;ENSRNOP00000001455;	288489
Rattus_norvegicus	Atf6	ENSRNOG00000024632	TF_bZIP	ENSRNOP00000032766;	304962
Rattus_norvegicus	Smarcc1	ENSRNOG00000020804	MYB	ENSRNOP00000074957;ENSRNOP00000060434;	301020
Rattus_norvegicus	Ikzf3	ENSRNOG00000007200	zf-C2H2	ENSRNOP00000009454;	303511
Rattus_norvegicus	LOC681067	ENSRNOG00000057013	HMG	ENSRNOP00000069361;	681067
