#Gene_ID	Gene_symbol	description
ENSRNOG00000049256	rno-mir-29b-2	rno-mir-29b-2 [Source:miRBase%3BAcc:MI0000862]
ENSRNOG00000046712	rno-mir-3556b-1	rno-mir-3556b-1 [Source:miRBase%3BAcc:MI0015414]
ENSRNOG00000054816	AABR07001151.1	--
ENSRNOG00000049881	LOC100912293	uncharacterized LOC100912293 [Source:RGD Symbol%3BAcc:6487593]
ENSRNOG00000047145	LOC102551340	zinc finger protein 728-like [Source:RGD Symbol%3BAcc:7697243]
ENSRNOG00000046353	LOC501406	similar to regulator of sex-limitation candidate 1 [Source:RGD Symbol%3BAcc:1587241]
ENSRNOG00000054466	AABR07001207.1	--
ENSRNOG00000057057	AABR07001210.1	--
ENSRNOG00000053328	AABR07001233.1	--
ENSRNOG00000023081	AABR07001348.1	--
ENSRNOG00000016368	Ppp1r14c	protein phosphatase 1%2C regulatory (inhibitor) subunit 14c [Source:RGD Symbol%3BAcc:620538]
ENSRNOG00000016286	Iyd	iodotyrosine deiodinase [Source:RGD Symbol%3BAcc:1309288]
ENSRNOG00000053056	AABR07001358.1	--
ENSRNOG00000016011	Plekhg1	pleckstrin homology and RhoGEF domain containing G1 [Source:RGD Symbol%3BAcc:1583676]
ENSRNOG00000019582	Mthfd1l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:RGD Symbol%3BAcc:1307311]
ENSRNOG00000055235	AABR07001367.1	--
ENSRNOG00000019549	Akap12	A-kinase anchoring protein 12 [Source:RGD Symbol%3BAcc:70988]
ENSRNOG00000019544	Zbtb2	zinc finger and BTB domain containing 2 [Source:RGD Symbol%3BAcc:1306621]
ENSRNOG00000019501	Rmnd1	required for meiotic nuclear division 1 homolog [Source:RGD Symbol%3BAcc:1309546]
ENSRNOG00000019489	Armt1	acidic residue methyltransferase 1 [Source:RGD Symbol%3BAcc:1305235]
ENSRNOG00000054876	AABR07001374.1	--
ENSRNOG00000024280	Ccdc170	coiled-coil domain containing 170 [Source:RGD Symbol%3BAcc:1310945]
ENSRNOG00000019358	Esr1	estrogen receptor 1 [Source:RGD Symbol%3BAcc:2581]
ENSRNOG00000057689	Rn50_1_0427.1	--
ENSRNOG00000055223	AABR07001379.1	--
ENSRNOG00000055166	Rn50_1_0430.2	--
ENSRNOG00000018960	Syne1	spectrin repeat containing nuclear envelope protein 1 [Source:RGD Symbol%3BAcc:620546]
ENSRNOG00000052241	AABR07001387.1	--
ENSRNOG00000018858	Myct1	myc target 1 [Source:RGD Symbol%3BAcc:1311467]
ENSRNOG00000053113	Rn50_1_0435.2	--
ENSRNOG00000018808	Vip	vasoactive intestinal peptide [Source:RGD Symbol%3BAcc:621647]
ENSRNOG00000054156	AABR07001392.1	--
ENSRNOG00000024077	Fbxo5	F-box protein 5 [Source:RGD Symbol%3BAcc:1309405]
ENSRNOG00000018773	Mtrf1l	mitochondrial translational release factor 1-like [Source:RGD Symbol%3BAcc:1598312]
ENSRNOG00000059321	AABR07001406.2	--
ENSRNOG00000055161	AABR07001406.1	--
ENSRNOG00000018690	Rgs17	regulator of G-protein signaling 17 [Source:RGD Symbol%3BAcc:1305515]
ENSRNOG00000033265	AABR07001408.1	--
ENSRNOG00000059050	Gm5414	predicted gene 5414 [Source:MGI Symbol%3BAcc:MGI:3646939]
ENSRNOG00000059359	AABR07001416.2	--
ENSRNOG00000060413	AABR07001416.3	--
ENSRNOG00000018191	Oprm1	opioid receptor%2C mu 1 [Source:RGD Symbol%3BAcc:3234]
ENSRNOG00000060991	Rn60_1_0436.2	--
ENSRNOG00000059866	Rn60_1_0436.1	--
ENSRNOG00000018163	Ipcef1	interaction protein for cytohesin exchange factors 1 [Source:RGD Symbol%3BAcc:735159]
ENSRNOG00000055098	Rn60_1_0437.1	--
ENSRNOG00000018052	Cnksr3	Cnksr family member 3 [Source:RGD Symbol%3BAcc:1307544]
ENSRNOG00000004144	AABR07001435.1	--
ENSRNOG00000060056	AABR07001438.1	--
ENSRNOG00000016919	Scaf8	SR-related CTD-associated factor 8 [Source:RGD Symbol%3BAcc:708362]
ENSRNOG00000057561	AABR07001444.1	--
ENSRNOG00000016728	Tiam2	T-cell lymphoma invasion and metastasis 2 [Source:RGD Symbol%3BAcc:2324148]
ENSRNOG00000056223	Tfb1m	transcription factor B1%2C mitochondrial [Source:RGD Symbol%3BAcc:727795]
ENSRNOG00000023531	Cldn20	claudin 20 [Source:RGD Symbol%3BAcc:1595446]
ENSRNOG00000016490	Nox3	NADPH oxidase 3 [Source:RGD Symbol%3BAcc:1303190]
ENSRNOG00000059546	AABR07001448.1	--
ENSRNOG00000054504	AABR07001452.1	--
ENSRNOG00000053507	AABR07001455.1	--
ENSRNOG00000053052	LOC102548472	uncharacterized LOC102548472 [Source:RGD Symbol%3BAcc:7571387]
ENSRNOG00000017030	Arid1b	AT-rich interaction domain 1B [Source:RGD Symbol%3BAcc:708504]
ENSRNOG00000016973	Tmem242	transmembrane protein 242 [Source:RGD Symbol%3BAcc:1307262]
ENSRNOG00000029049	Zdhhc14	zinc finger%2C DHHC-type containing 14 [Source:RGD Symbol%3BAcc:1565877]
ENSRNOG00000058103	AABR07001477.1	--
ENSRNOG00000046874	Snx9	sorting nexin 9 [Source:RGD Symbol%3BAcc:1584466]
ENSRNOG00000017114	Synj2	synaptojanin 2 [Source:RGD Symbol%3BAcc:69436]
ENSRNOG00000017889	Serac1	serine active site containing 1 [Source:RGD Symbol%3BAcc:1565064]
ENSRNOG00000018007	Gtf2h5	general transcription factor IIH subunit 5 [Source:RGD Symbol%3BAcc:1560991]
ENSRNOG00000018012	Tulp4	tubby like protein 4 [Source:RGD Symbol%3BAcc:1564487]
ENSRNOG00000045491	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000018158	Tmem181	transmembrane protein 181 [Source:RGD Symbol%3BAcc:1566403]
ENSRNOG00000018207	Dynlt1	dynein light chain Tctex-type 1 [Source:RGD Symbol%3BAcc:620261]
ENSRNOG00000018321	Sytl3	synaptotagmin-like 3 [Source:RGD Symbol%3BAcc:1561992]
ENSRNOG00000018524	Ezr	ezrin [Source:RGD Symbol%3BAcc:621161]
ENSRNOG00000058299	AABR07001489.1	--
ENSRNOG00000018762	Rsph3	radial spoke 3 homolog [Source:RGD Symbol%3BAcc:1311306]
ENSRNOG00000018915	Tagap	T-cell activation RhoGTPase activating protein [Source:RGD Symbol%3BAcc:1308618]
ENSRNOG00000058258	AABR07001493.1	--
ENSRNOG00000018935	AABR07001497.1	--
ENSRNOG00000030210	Fndc1	fibronectin type III domain containing 1 [Source:RGD Symbol%3BAcc:1310640]
ENSRNOG00000054760	AABR07001497.2	--
ENSRNOG00000058069	AABR07001497.3	--
ENSRNOG00000019048	Sod2	superoxide dismutase 2%2C mitochondrial [Source:RGD Symbol%3BAcc:3732]
ENSRNOG00000019091	Wtap	Wilms tumor 1 associated protein [Source:RGD Symbol%3BAcc:1563824]
ENSRNOG00000019189	Acat2	acetyl-CoA acetyltransferase 2 [Source:RGD Symbol%3BAcc:1359366]
ENSRNOG00000013975	Acat2l1	acetyl-CoA acetyltransferase 2-like 1 [Source:RGD Symbol%3BAcc:1562948]
ENSRNOG00000014160	Tcp1	t-complex 1 [Source:RGD Symbol%3BAcc:3832]
ENSRNOG00000058152	AABR07071864.2	--
ENSRNOG00000051969	AABR07071864.1	--
ENSRNOG00000014582	Mrpl18	mitochondrial ribosomal protein L18 [Source:RGD Symbol%3BAcc:1306387]
ENSRNOG00000023140	Pnldc1	PARN like%2C ribonuclease domain containing 1 [Source:RGD Symbol%3BAcc:1308678]
ENSRNOG00000014965	Mrgprh	MAS-related GPR%2C member H [Source:RGD Symbol%3BAcc:738049]
ENSRNOG00000014971	Mas1	MAS1 proto-oncogene%2C G protein-coupled receptor [Source:RGD Symbol%3BAcc:3049]
ENSRNOG00000014997	Igf2r	insulin-like growth factor 2 receptor [Source:RGD Symbol%3BAcc:2871]
ENSRNOG00000051780	AC129234.1	--
ENSRNOG00000056441	AC114389.2	--
ENSRNOG00000016337	Slc22a1	solute carrier family 22 member 1 [Source:RGD Symbol%3BAcc:3224]
ENSRNOG00000016625	Slc22a2	solute carrier family 22 member 2 [Source:RGD Symbol%3BAcc:61936]
ENSRNOG00000053944	AC114389.1	--
ENSRNOG00000022946	Slc22a3	solute carrier family 22 member 3 [Source:RGD Symbol%3BAcc:3701]
ENSRNOG00000017223	Plg	plasminogen [Source:RGD Symbol%3BAcc:619893]
ENSRNOG00000017412	AABR07001512.1	--
ENSRNOG00000017419	Map3k4	mitogen activated protein kinase kinase kinase 4 [Source:RGD Symbol%3BAcc:1311192]
ENSRNOG00000059864	AABR07001516.2	--
ENSRNOG00000055981	AABR07001516.1	--
ENSRNOG00000017731	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:RGD Symbol%3BAcc:619916]
ENSRNOG00000054620	AC135026.1	--
ENSRNOG00000055141	AABR07001518.1	--
ENSRNOG00000055547	AABR07001519.1	--
ENSRNOG00000044833	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000048297	Qk	quaking [Source:RGD Symbol%3BAcc:1584886]
ENSRNOG00000060475	AABR07001555.1	--
ENSRNOG00000017367	Pabpc6	poly(A) binding protein%2C cytoplasmic 6 [Source:RGD Symbol%3BAcc:1311201]
ENSRNOG00000049044	AABR07001561.1	--
ENSRNOG00000011243	MGC94891	hypothetical protein LOC681210 [Source:RGD Symbol%3BAcc:1598061]
ENSRNOG00000011310	Pde10a	phosphodiesterase 10A [Source:RGD Symbol%3BAcc:68434]
ENSRNOG00000012229	T	T brachyury transcription factor [Source:RGD Symbol%3BAcc:1310141]
ENSRNOG00000024172	T2	brachyury 2 [Source:RGD Symbol%3BAcc:1597985]
ENSRNOG00000024149	Prr18	proline rich 18 [Source:RGD Symbol%3BAcc:1564079]
ENSRNOG00000024140	Sft2d1	SFT2 domain containing 1 [Source:RGD Symbol%3BAcc:1359119]
ENSRNOG00000012415	Mpc1	mitochondrial pyruvate carrier 1 [Source:RGD Symbol%3BAcc:620902]
ENSRNOG00000012964	Ccr6	C-C motif chemokine receptor 6 [Source:RGD Symbol%3BAcc:1308562]
ENSRNOG00000055093	Fgfr1op	Fgfr1 oncogene partner [Source:RGD Symbol%3BAcc:1583370]
ENSRNOG00000013190	Rnaset2	ribonuclease T2 [Source:RGD Symbol%3BAcc:1309918]
ENSRNOG00000057484	AABR07001573.2	--
ENSRNOG00000052521	AABR07001573.1	--
ENSRNOG00000013194	Rps6ka2	ribosomal protein S6 kinase polypeptide 2 [Source:RGD Symbol%3BAcc:620676]
ENSRNOG00000060227	AABR07001574.1	--
ENSRNOG00000039255	Gpr31	G protein-coupled receptor 31 [Source:RGD Symbol%3BAcc:1305187]
ENSRNOG00000013374	Tcp10b	t-complex protein 10b [Source:RGD Symbol%3BAcc:1307454]
ENSRNOG00000033901	Ttll2	tubulin tyrosine ligase like 2 [Source:RGD Symbol%3BAcc:1305200]
ENSRNOG00000047027	Unc93a	unc-93 homolog A (C. elegans) [Source:RGD Symbol%3BAcc:1583290]
ENSRNOG00000053284	AABR07001576.1	--
ENSRNOG00000023753	Mllt4	myeloid/lymphoid or mixed-lineage leukemia%3B translocated to%2C 4 [Source:RGD Symbol%3BAcc:708561]
ENSRNOG00000051938	AABR07001591.1	--
ENSRNOG00000058564	Tcte2	t-complex-associated testis expressed 2 [Source:MGI Symbol%3BAcc:MGI:98641]
ENSRNOG00000056439	AABR07001592.3	--
ENSRNOG00000054756	AABR07001592.2	--
ENSRNOG00000052956	AABR07001592.1	--
ENSRNOG00000059551	RGD1560718	similar to putative protein kinase [Source:RGD Symbol%3BAcc:1560718]
ENSRNOG00000051553	AABR07001594.1	--
ENSRNOG00000059913	AABR07001599.1	--
ENSRNOG00000055136	AABR07001610.1	--
ENSRNOG00000053004	LOC102551080	uncharacterized LOC102551080 [Source:RGD Symbol%3BAcc:7511815]
ENSRNOG00000061719	AABR07001623.1	--
ENSRNOG00000060438	AABR07001634.1	--
ENSRNOG00000055577	AABR07001640.1	--
ENSRNOG00000046250	LOC100911027	protein MAL2-like [Source:RGD Symbol%3BAcc:6495253]
ENSRNOG00000052093	Smok2a	sperm motility kinase 2A [Source:RGD Symbol%3BAcc:1565233]
ENSRNOG00000054056	AABR07001662.1	--
ENSRNOG00000030145	RGD1561667	similar to putative protein kinase [Source:RGD Symbol%3BAcc:1561667]
ENSRNOG00000055830	AABR07001700.1	--
ENSRNOG00000052700	AABR07001699.1	--
ENSRNOG00000059261	AABR07001700.2	--
ENSRNOG00000057320	AABR07001723.1	--
ENSRNOG00000054834	AABR07001734.1	--
ENSRNOG00000013671	Vom2r9	vomeronasal 2 receptor%2C 9 [Source:RGD Symbol%3BAcc:1591347]
ENSRNOG00000022921	Dact2	dishevelled-binding antagonist of beta-catenin 2 [Source:RGD Symbol%3BAcc:1310742]
ENSRNOG00000014166	Smoc2	SPARC related modular calcium binding 2 [Source:RGD Symbol%3BAcc:1306681]
ENSRNOG00000061057	AABR07001762.1	--
ENSRNOG00000010529	Thbs2	thrombospondin 2 [Source:RGD Symbol%3BAcc:1310979]
ENSRNOG00000058989	AABR07001764.1	--
ENSRNOG00000061383	AABR07001764.2	--
ENSRNOG00000015609	Wdr27	WD repeat domain 27 [Source:RGD Symbol%3BAcc:1309633]
ENSRNOG00000059948	AABR07001766.4	--
ENSRNOG00000055517	AABR07001766.2	--
ENSRNOG00000053938	AABR07001766.1	--
ENSRNOG00000058803	AABR07001766.3	--
ENSRNOG00000060933	AABR07001767.1	--
ENSRNOG00000051787	AABR07001768.1	--
ENSRNOG00000015597	LOC100125364	hypothetical protein LOC100125364 [Source:RGD Symbol%3BAcc:1642424]
ENSRNOG00000061312	Phf10	PHD finger protein 10 [Source:RGD Symbol%3BAcc:1305266]
ENSRNOG00000015293	Tcte3	t-complex-associated testis expressed 3 [Source:RGD Symbol%3BAcc:1310947]
ENSRNOG00000015230	Ermard	ER membrane-associated RNA degradation [Source:RGD Symbol%3BAcc:1309374]
ENSRNOG00000059984	Dll1	delta-like 1 (Drosophila) [Source:RGD Symbol%3BAcc:70949]
ENSRNOG00000058790	Fam120b	family with sequence similarity 120B [Source:RGD Symbol%3BAcc:1310304]
ENSRNOG00000001488	Psmb1	proteasome subunit beta 1 [Source:RGD Symbol%3BAcc:621092]
ENSRNOG00000001489	Tbp	TATA box binding protein [Source:RGD Symbol%3BAcc:67398]
ENSRNOG00000001490	Pdcd2	programmed cell death 2 [Source:RGD Symbol%3BAcc:61887]
ENSRNOG00000021493	Prdm9	PR domain 9 [Source:RGD Symbol%3BAcc:1305247]
ENSRNOG00000056729	AABR07001780.1	--
ENSRNOG00000014434	Chd1	chromodomain helicase DNA binding protein 1 [Source:RGD Symbol%3BAcc:1306794]
ENSRNOG00000048190	Rgmb	repulsive guidance molecule family member B [Source:RGD Symbol%3BAcc:1595392]
ENSRNOG00000052286	AABR07001799.1	--
ENSRNOG00000061593	AABR07001807.2	--
ENSRNOG00000056478	AABR07001807.1	--
ENSRNOG00000057242	AABR07001820.1	--
ENSRNOG00000012692	Riok2	RIO kinase 2 [Source:RGD Symbol%3BAcc:1311588]
ENSRNOG00000012988	Lix1	limb and CNS expressed 1 [Source:RGD Symbol%3BAcc:1309454]
ENSRNOG00000047387	LOC100912445	leucyl-cystinyl aminopeptidase-like [Source:RGD Symbol%3BAcc:6487002]
ENSRNOG00000035654	Mir99b	microRNA 99b [Source:RGD Symbol%3BAcc:2325431]
ENSRNOG00000035453	Mir3596c	microRNA 3596c [Source:RGD Symbol%3BAcc:4888580]
ENSRNOG00000035572	Mir125a	microRNA 125a [Source:RGD Symbol%3BAcc:2325387]
ENSRNOG00000039076	LOC688452	hypothetical protein LOC688452 [Source:RGD Symbol%3BAcc:1588836]
ENSRNOG00000010994	Has1	hyaluronan synthase 1 [Source:RGD Symbol%3BAcc:708528]
ENSRNOG00000011174	Fpr1	formyl peptide receptor 1 [Source:RGD Symbol%3BAcc:1310883]
ENSRNOG00000060169	AABR07001850.1	--
ENSRNOG00000042605	Fpr2	formyl peptide receptor 2 [Source:RGD Symbol%3BAcc:1584013]
ENSRNOG00000045732	Fpr-rs3	formyl peptide receptor%2C related sequence 3 [Source:RGD Symbol%3BAcc:1309032]
ENSRNOG00000052154	Vom1r6	vomeronasal 1 receptor 6 [Source:RGD Symbol%3BAcc:1359507]
ENSRNOG00000061043	Vom1r7	vomeronasal 1 receptor 7 [Source:RGD Symbol%3BAcc:1359169]
ENSRNOG00000011234	AC091336.1	--
ENSRNOG00000051757	Vom1r8	vomeronasal 1 receptor 8 [Source:RGD Symbol%3BAcc:1359374]
ENSRNOG00000054409	Vom1r9	vomeronasal 1 receptor 9 [Source:RGD Symbol%3BAcc:2316475]
ENSRNOG00000052260	Vom1r10	vomeronasal 1 receptor 10 [Source:RGD Symbol%3BAcc:1359612]
ENSRNOG00000060271	Vom1r11	vomeronasal 1 receptor 11 [Source:RGD Symbol%3BAcc:1359457]
ENSRNOG00000055538	Vom1r12	vomeronasal 1 receptor 12 [Source:RGD Symbol%3BAcc:1359512]
ENSRNOG00000056833	LOC103690997	vomeronasal type-1 receptor 4-like [Source:RGD Symbol%3BAcc:9356906]
ENSRNOG00000047498	Vom1r15	vomeronasal 1 receptor 15 [Source:RGD Symbol%3BAcc:1359235]
ENSRNOG00000011282	Ppp2r1a	protein phosphatase 2%2C regulatory subunit A%2C alpha [Source:RGD Symbol%3BAcc:620907]
ENSRNOG00000050623	Vom1r-ps112	vomeronasal 1 receptor pseudogene 112 [Source:RGD Symbol%3BAcc:2318913]
ENSRNOG00000060596	AABR07001880.1	--
ENSRNOG00000059492	LOC100365363	vomeronasal 1 receptor%2C F4-like [Source:RGD Symbol%3BAcc:2319215]
ENSRNOG00000032996	Vom1r19	vomeronasal 1 receptor 19 [Source:RGD Symbol%3BAcc:1359134]
ENSRNOG00000028807	Vom1r20	vomeronasal 1 receptor 20 [Source:RGD Symbol%3BAcc:1359652]
ENSRNOG00000060716	AABR07001888.1	--
ENSRNOG00000052406	LOC102552527	zinc finger protein 420-like [Source:RGD Symbol%3BAcc:7689541]
ENSRNOG00000051578	Zfp54	zinc finger protein 54 [Source:RGD Symbol%3BAcc:1307738]
ENSRNOG00000042347	Zfp53	zinc finger protein 53 [Source:RGD Symbol%3BAcc:1308573]
ENSRNOG00000042826	Zfp52	zinc finger protein 52 [Source:RGD Symbol%3BAcc:1359149]
ENSRNOG00000060256	AABR07001896.1	--
ENSRNOG00000058436	Zfp52	zinc finger protein 52 [Source:RGD Symbol%3BAcc:1359149]
ENSRNOG00000043341	Zfp51	zinc finger protein 51 [Source:RGD Symbol%3BAcc:1560046]
ENSRNOG00000042547	RGD1565566	similar to 60S ribosomal protein L18a [Source:RGD Symbol%3BAcc:1565566]
ENSRNOG00000025949	Vom1r22	vomeronasal 1 receptor 22 [Source:RGD Symbol%3BAcc:1359531]
ENSRNOG00000047128	Vom1r23	vomeronasal 1 receptor 23 [Source:RGD Symbol%3BAcc:1359420]
ENSRNOG00000058030	LOC682206	similar to Zinc finger protein 208 [Source:RGD Symbol%3BAcc:1585783]
ENSRNOG00000057250	AABR07001905.1	--
ENSRNOG00000051570	AABR07001910.1	--
ENSRNOG00000054919	AABR07001916.1	--
ENSRNOG00000055824	AABR07001920.1	--
ENSRNOG00000047884	AABR07001923.1	--
ENSRNOG00000026569	LOC102555377	zinc finger protein 182-like [Source:RGD Symbol%3BAcc:7744154]
ENSRNOG00000028767	AABR07001926.1	--
ENSRNOG00000051875	AABR07001926.2	--
ENSRNOG00000061533	AABR07001926.3	--
ENSRNOG00000059824	AABR07001929.1	--
ENSRNOG00000055124	AABR07001942.1	--
ENSRNOG00000011675	Zfp40	zinc finger protein 40 [Source:RGD Symbol%3BAcc:1593410]
ENSRNOG00000029458	Vom2r15	vomeronasal 2 receptor%2C 15 [Source:RGD Symbol%3BAcc:1593392]
ENSRNOG00000058286	LOC682419	similar to putative pheromone receptor (Go-VN4) [Source:RGD Symbol%3BAcc:1583473]
ENSRNOG00000054736	Vom2r16	vomeronasal 2 receptor%2C 16 [Source:RGD Symbol%3BAcc:1593384]
ENSRNOG00000047616	LOC100365824	vomeronasal 2 receptor%2C 22-like [Source:RGD Symbol%3BAcc:2318263]
ENSRNOG00000060529	Vom1r110	vomeronasal 1 receptor 110 [Source:RGD Symbol%3BAcc:1359530]
ENSRNOG00000053825	LOC103691019	vomeronasal type-1 receptor 4-like [Source:RGD Symbol%3BAcc:9334185]
ENSRNOG00000054778	Vom1r29	vomeronasal 1 receptor 29 [Source:RGD Symbol%3BAcc:1359287]
ENSRNOG00000056653	LOC100911184	vomeronasal type-1 receptor 4-like [Source:RGD Symbol%3BAcc:6494866]
ENSRNOG00000055843	Zik1	zinc finger protein interacting with K protein 1 [Source:RGD Symbol%3BAcc:1590949]
ENSRNOG00000058214	AC098462.1	--
ENSRNOG00000057219	Vom1r30	vomeronasal 1 receptor 30 [Source:RGD Symbol%3BAcc:1359155]
ENSRNOG00000055529	AABR07071874.1	--
ENSRNOG00000009146	Vom2r26	vomeronasal 2 receptor%2C 26 [Source:RGD Symbol%3BAcc:1304946]
ENSRNOG00000058087	Lilrc2	leukocyte immunoglobulin-like receptor%2C subfamily C%2C member 2 [Source:RGD Symbol%3BAcc:1589872]
ENSRNOG00000054954	Nilr1	neutrophil immunoglobulin-like receptor-1 [Source:RGD Symbol%3BAcc:70895]
ENSRNOG00000053260	Lilrb3l	leukocyte immunoglobulin-like receptor%2C subfamily B (with TM and ITIM domains)%2C member 3-like [Source:RGD Symbol%3BAcc:1307219]
ENSRNOG00000058538	AABR07002001.1	--
ENSRNOG00000058909	Rps9	ribosomal protein S9 [Source:RGD Symbol%3BAcc:619889]
ENSRNOG00000055179	Tsen34l1	tRNA splicing endonuclease subunit 34-like 1 [Source:RGD Symbol%3BAcc:6503363]
ENSRNOG00000052600	Mboat7l1	membrane bound O-acyltransferase domain containing 7-like 1 [Source:RGD Symbol%3BAcc:9414715]
ENSRNOG00000059741	Tmc4	transmembrane channel-like 4 [Source:RGD Symbol%3BAcc:1304811]
ENSRNOG00000058422	Pirb	paired Ig-like receptor B [Source:RGD Symbol%3BAcc:1589827]
ENSRNOG00000059572	Tsen34	tRNA splicing endonuclease subunit 34 [Source:RGD Symbol%3BAcc:1359564]
ENSRNOG00000054459	Mboat7	membrane bound O-acyltransferase domain containing 7 [Source:RGD Symbol%3BAcc:1306945]
ENSRNOG00000061893	Leng1	leukocyte receptor cluster (LRC) member 1 [Source:RGD Symbol%3BAcc:1307933]
ENSRNOG00000053234	Cnot3	CCR4-NOT transcription complex%2C subunit 3 [Source:RGD Symbol%3BAcc:1304771]
ENSRNOG00000060004	Mir3572	microRNA 3572 [Source:RGD Symbol%3BAcc:4888589]
ENSRNOG00000061039	Prpf31	pre-mRNA processing factor 31 [Source:RGD Symbol%3BAcc:1305832]
ENSRNOG00000056098	Tfpt	TCF3 (E2A) fusion partner [Source:RGD Symbol%3BAcc:620839]
ENSRNOG00000060293	Ndufa3	NADH:ubiquinone oxidoreductase subunit A3 [Source:RGD Symbol%3BAcc:1588687]
ENSRNOG00000055716	Oscar	osteoclast associated%2C immunoglobulin-like receptor [Source:RGD Symbol%3BAcc:1559897]
ENSRNOG00000055796	AC103574.1	--
ENSRNOG00000055581	Tarm1	T cell-interacting%2C activating receptor on myeloid cells 1 [Source:RGD Symbol%3BAcc:1564272]
ENSRNOG00000057852	Cacng6	calcium voltage-gated channel auxiliary subunit gamma 6 [Source:RGD Symbol%3BAcc:628806]
ENSRNOG00000057848	Cacng8	calcium voltage-gated channel auxiliary subunit gamma 8 [Source:RGD Symbol%3BAcc:628808]
ENSRNOG00000054831	Mir935	microRNA 935 [Source:RGD Symbol%3BAcc:2314890]
ENSRNOG00000056257	Cacng7	calcium voltage-gated channel auxiliary subunit gamma 7 [Source:RGD Symbol%3BAcc:628807]
ENSRNOG00000054371	Prkcg	protein kinase C%2C gamma [Source:RGD Symbol%3BAcc:3397]
ENSRNOG00000053450	Myadm	myeloid-associated differentiation marker [Source:RGD Symbol%3BAcc:727835]
ENSRNOG00000053124	Olr1l	olfactory receptor 1-like [Source:RGD Symbol%3BAcc:1333287]
ENSRNOG00000055798	LOC103689958	olfactory receptor 49-like [Source:RGD Symbol%3BAcc:9074148]
ENSRNOG00000056884	Olr386	olfactory receptor 386 [Source:RGD Symbol%3BAcc:1333767]
ENSRNOG00000060745	Nlrp12	NLR family%2C pyrin domain containing 12 [Source:RGD Symbol%3BAcc:1309415]
ENSRNOG00000060612	Mir295-1	microRNA 295-1 [Source:RGD Symbol%3BAcc:4108499]
ENSRNOG00000057399	Mir294	microRNA 294 [Source:RGD Symbol%3BAcc:2325474]
ENSRNOG00000057453	Mir293	microRNA 293 [Source:RGD Symbol%3BAcc:2325475]
ENSRNOG00000056886	Mir291b	microRNA 291b [Source:RGD Symbol%3BAcc:4888545]
ENSRNOG00000060727	Mir292	microRNA 292 [Source:RGD Symbol%3BAcc:2325541]
ENSRNOG00000051974	Mir291a	microRNA 291a [Source:RGD Symbol%3BAcc:2325542]
ENSRNOG00000056469	Mir290	microRNA 290 [Source:RGD Symbol%3BAcc:2325374]
ENSRNOG00000054438	LOC292543	similar to solute carrier family 7 (cationic amino acid transporter%2C y+ system)%2C member 3 [Source:RGD Symbol%3BAcc:1565097]
ENSRNOG00000048635	Vom2r27	vomeronasal 2 receptor%2C 27 [Source:RGD Symbol%3BAcc:708442]
ENSRNOG00000056036	LOC102552284	zinc finger protein 420-like [Source:RGD Symbol%3BAcc:7708183]
ENSRNOG00000056327	AABR07002010.1	--
ENSRNOG00000057050	Vom2r12	vomeronasal 2 receptor%2C 12 [Source:RGD Symbol%3BAcc:1594694]
ENSRNOG00000055298	Vom2r80	vomeronasal 2 receptor%2C 80 [Source:RGD Symbol%3BAcc:1559687]
ENSRNOG00000054417	AABR07002025.1	--
ENSRNOG00000048100	AABR07002044.1	--
ENSRNOG00000046198	Vom2r19	vomeronasal 2 receptor%2C 19 [Source:RGD Symbol%3BAcc:1592235]
ENSRNOG00000027550	Mzf1	myeloid zinc finger 1 [Source:RGD Symbol%3BAcc:1308391]
ENSRNOG00000027514	Ube2m	ubiquitin-conjugating enzyme E2M [Source:RGD Symbol%3BAcc:1307614]
ENSRNOG00000043328	Chmp2a	charged multivesicular body protein 2A [Source:RGD Symbol%3BAcc:1305050]
ENSRNOG00000027487	Trim28	tripartite motif-containing 28 [Source:RGD Symbol%3BAcc:620289]
ENSRNOG00000027459	Zbtb45	zinc finger and BTB domain containing 45 [Source:RGD Symbol%3BAcc:1310920]
