#Gene_ID	Gene_symbol
gene0	Vom2r4
gene1277	LOC100910046
gene1278	LOC365219
gene1279	LOC100362069
gene1280	LOC102553295
gene1281	LOC102553956
gene1282	LOC102554049
gene1283	Zfp780b
gene1284	LOC102553565
gene1285	LOC102557250
gene1286	LOC103695016
gene1287	LOC102553760
gene1288	LOC100360638
gene1289	LOC102549611
gene1290	LOC103691093
gene1291	LOC102557320
gene1292	Zfp59
gene1293	Psmc4
gene1294	LOC102549879
gene1295	Fcgbp
gene1296	Fcgbpl1
gene1297	Fbl
gene1298	Dyrk1b
gene1299	Eid2b
gene1300	Eid2
gene1301	Eid2b
gene1302	Selv
gene1303	Dll3
gene1304	LOC687295
gene1305	Supt5h
gene1306	LOC685751
gene1307	LOC102550060
gene1308	Rps16
gene1309	Plekhg2
gene1310	Trnai-uau
gene1311	Zfp36
gene1312	Med29
gene1313	Paf1
gene1314	Samd4b
gene1315	Gmfg
gene1316	Lrfn1
gene1317	Ifnl3
gene1318	Sycn
gene1319	Nccrp1
gene1320	Pak4
gene1321	Papl
gene1322	LOC687407
gene1323	Fbxo27
gene1324	Fbxo17
gene1325	Mrps12
gene1326	Sars2
gene1327	LOC102550248
gene1328	Ccer2
gene1329	Nfkbib
gene1330	Sirt2
gene1331	Rinl
gene1332	Hnrnpl
gene1333	Ech1
gene1334	Lgals4
gene1335	Lgals7
gene1336	Capn12
gene1337	LOC102550499
gene1338	Actn4
gene1339	Eif3k
gene1340	Map4k1
gene1341	Ryr1
gene1342	LOC102557527
gene1343	Rasgrp4
gene1344	Fam98c
gene1345	Spred3
gene1346	Ggn
gene1347	Psmd8
gene1348	LOC100910426
gene1349	Catsperg1
gene1350	Kcnk6
gene1351	Yif1b
gene1352	LOC100361913
gene1353	Spint2
gene1354	Ppp1r14a
gene1355	Dpf1
gene1356	Sipa1l3
gene1357	LOC103691094
gene1358	LOC687465
gene1359	LOC102550982
gene1360	Wdr87
gene1361	LOC103689966
gene1362	LOC100909892
gene1363	Zfp84
gene1364	Zfp30
gene1365	LOC102547413
gene1366	LOC102553004
gene1367	LOC103690092
gene1368	Zfp383
gene1369	LOC103691096
gene1370	Zfp27
gene1371	Zfp74
gene1372	LOC100359523
gene1373	LOC102547059
gene1374	Zfp569
gene1375	Zfp14
gene1376	LOC102547241
gene1377	LOC102548135
gene1378	Zfp566
gene1379	LOC102549115
gene1380	LOC102548885
gene1381	Zfp382
gene1382	LOC100912964
gene1383	LOC103695017
gene1384	Zfp146
gene1385	LOC102556617
gene1386	LOC687508
gene1387	LOC687527
gene1388	Capns1
gene1389	Tbcb
gene1390	Polr2i
gene1391	LOC100912425
gene1392	Wdr62
gene1393	LOC102548322
gene1394	Clip3
gene1395	LOC103691084
gene1396	Alkbh6
gene1397	Syne4
gene1398	RGD1562079
gene1399	Lrfn3
gene1400	LOC688666
gene1401	Tyrobp
gene1402	Hcst
gene1403	Nfkbid
gene1404	Aplp1
gene1405	Kirrel2
gene1406	Nphs1
gene1407	Prodh2
gene1408	RGD1560986
gene1409	Arhgap33
gene1410	Proser3
gene1411	Hspb6
gene1412	Lin37
gene1413	Psenen
gene1414	U2af1l4
gene1415	Igflr1
gene1416	Mir3569
gene1417	Zbtb32
gene1418	Upk1a
gene1419	LOC688869
gene1420	Etv2
gene1421	Rbm42
gene1422	Haus5
gene1423	LOC100912333
gene1424	LOC688924
gene1425	Atp4a
gene1426	Tmem147
gene1427	Gapdhs
gene1428	Sbsn
gene1429	Dmkn
gene1430	Krtdap
gene1431	LOC100361079
gene1432	Ffar2
gene1433	LOC102554169
gene1434	Ffar3
gene1435	Cd22
gene1436	LOC102554355
gene1437	Mag
gene1438	Hamp
gene1439	Usf2
gene1440	Lsr
gene1441	LOC100909893
gene1442	Fam187b
gene1443	Fxyd5
gene1444	Fxyd7
gene1445	Fxyd1
gene1446	Lgi4
gene1447	Fxyd3
gene1448	Hpn
gene1449	Scn1b
gene1450	Gramd1a
gene1451	RGD1561430
gene1452	RGD1563307
gene1453	LOC100910258
gene1454	LOC103691082
gene1455	LOC292801
gene1456	Scgb2b2
gene1457	Scgb2b24
gene1458	LOC689199
gene1459	LOC365231
gene1460	LOC365232
gene1461	LOC494538
gene1462	Scgb1b30
gene1463	Wtip
gene1464	Uba2
gene1465	Pdcd2l
gene1466	Gpi
gene1467	RGD1308428
gene1468	Lsm14a
gene1469	LOC103691083
gene1470	LOC687653
gene1471	LOC100910905
gene1472	Kctd15
gene1473	Chst8
gene1474	RGD1560088
gene1475	Pepd
gene1476	Cebpg
gene1477	LOC102555648
gene1478	Cebpa
gene1479	LOC102555707
gene1480	LOC102555770
gene1481	Slc7a10
gene1482	Lrp3
gene1483	Trnat-agu
gene1484	Wdr88
gene1485	Gpatch1
gene1486	LOC687679
gene1487	Rhpn2
gene1488	RGD1564719
gene1489	Cep89
gene1490	Slc7a9
gene1491	Tdrd12
gene1492	Nudt19
gene1493	Rgs9bp
gene1494	Ankrd27
gene1495	Pdcd5
gene1496	Dpy19l3
gene1497	Zfp507
gene1498	LOC103691086
gene1499	Tshz3
gene1500	RGD1562402
gene1501	LOC103691087
gene1502	Zfp536
gene1503	Uri1
gene1504	LOC103691090
gene1505	Ccne1
gene1506	LOC502323
gene1507	LOC690000
gene1508	Plekhf1
gene1509	Pop4
gene1510	LOC102547570
gene1511	LOC361559
gene1512	Uqcrb-ps1
gene1513	LOC103691101
gene1514	LOC690114
gene1515	LOC690124
gene1516	LOC365238
gene1517	LOC102548133
gene1518	LOC102548014
gene1519	Zfp939
gene1520	LOC102548231
gene1521	LOC102548320
gene1522	LOC100362023
gene1523	LOC103695018
gene1524	LOC102548696
gene1525	LOC102548815
gene1526	LOC102549042
gene1527	LOC102549116
gene1528	Vstm2b
gene1529	LOC690265
gene1530	MGC114499
gene1531	LOC690284
gene1532	LOC499136
gene1533	LOC687800
gene1534	LOC690299
gene1535	LOC102555051
gene1536	LOC308536
gene1537	LOC103691103
gene1538	LOC100912656
gene1539	LOC100360527
gene1540	LOC100912659
gene1541	Zfp141
gene1542	LOC102555672
gene1543	Vom2r37
gene1544	Vom2r38
gene1545	LOC687821
gene1546	RGD1564800
gene1547	LOC100912683
gene1548	LOC100912689
gene1549	RGD1565346
gene1550	LOC100360772
gene1551	Siglec5
gene1552	Siglec10
gene1553	LOC102550061
gene1554	C1H19orf84
gene1555	Lim2
gene1556	Nkg7
gene1557	Cldnd2
gene1558	Etfb
gene1559	Vsig10l
gene1560	Iglon5
gene1561	LOC690483
gene1562	Siglecl1
gene1563	Cd33
gene1564	LOC102546648
gene1565	LOC102556967
gene1566	Zfp819
gene1567	LOC103691106
gene1568	Ceacam18
gene1569	Siglec8
gene1570	Ctu1
gene1571	Klk14
gene1572	LOC103691107
gene1573	Klk13
gene1574	Klk12
gene1575	Klk11
gene1576	Klk10
gene1577	Klk9
gene1578	Klk8
gene1579	Klk7
gene1580	Klk6
gene1581	LOC102546758
gene1582	Klk4
gene1583	Klk1c12
gene1584	LOC103695019
gene1585	Klk1c10
gene1586	LOC103691108
gene1587	Klk1c4
gene1588	LOC102546874
gene1589	Klk1c6
gene1590	Klk1c2
gene1591	LOC690674
gene1592	LOC100911838
gene1593	Klk1c8
gene1594	LOC103691105
gene1595	LOC102549343
gene1596	Klk1c9
gene1597	LOC690730
gene1598	Klk1c7
gene1599	Klk1c3
gene1600	LOC103691133
gene1601	Klk15
gene1602	Klk1
gene1603	LOC102552731
gene1604	LOC102552485
gene1605	Fv1
gene1606	Acpt
gene1607	LOC103691109
gene1608	LOC102552286
gene1609	Clec11a
gene1610	Shank1
gene1611	RGD1309036
gene1612	RGD1309036
gene1613	Syt3
gene1614	Lrrc4b
gene1615	Aspdh
gene1616	Josd2
gene1617	LOC100909904
gene1618	Emc10
gene1619	Fam71e1
gene1620	Mybpc2
gene1621	Spib
gene1622	Pold1
gene1623	Nr1h2
gene1624	Napsa
gene1625	Kcnc3
gene1626	Myh14
gene1627	RGD1563905
gene1628	Izumo2
gene1629	Zfp473
gene1630	Vrk3
gene1631	Atf5
gene1632	Nup62
gene1633	LOC100360621
gene1634	Tbc1d17
gene1635	Akt1s1
gene1636	Pnkp
gene1637	Ptov1
gene1638	Med25
gene1639	Fuz
gene1640	Ap2a1
gene1641	Tsks
gene1642	Cpt1c
gene1643	Prmt1
gene1644	Bcl2l12
gene1645	Irf3
gene1646	Scaf1
gene1647	Rras
gene1648	Prr12
gene1649	Prrg2
gene1650	Nosip
gene1651	Rcn3
gene1652	Fcgrt
gene1653	Mir150
gene1654	Rps11
gene1655	Rpl13a
gene1656	LOC102547607
gene1657	Aldh16a1
gene1658	Pih1d1
gene1659	Slc17a7
gene1660	Gfy
gene1661	Pth2
gene1662	Ccdc155
gene1663	Dkkl1
gene1664	Tead2
gene1665	Cd37
gene1666	Slc6a16
gene1667	RGD1562492
gene1668	Trpm4
gene1669	Hrc
gene1670	Ppfia3
gene1671	C1H19orf73
gene1672	Lin7b
gene1673	Snrnp70
gene1674	Kcna7
gene1675	Ntf4
gene1676	LOC100359572
gene1677	Lhb
gene1678	Ruvbl2
gene1679	Gys1
gene1680	Ftl1
gene1681	Bax
gene1682	Dhdh
gene1683	Tulp2
gene1684	Nucb1
gene1685	Ppp1r15a
gene1686	Plekha4
gene1687	Hsd17b14
gene1688	LOC102556190
gene1689	Bcat2
gene1690	Fgf21
gene1691	Fut1
gene1692	Izumo1
gene1693	LOC103691112
gene1694	Rasip1
gene1695	Mamstr
gene1696	Fut2
gene1697	Sec1
gene1698	LOC103695014
gene1699	Ntn5
gene1700	Car11
gene1701	Dbp
gene1702	Sphk2
gene1703	Rpl18
gene1704	Fam83e
gene1705	Spaca4
gene1706	Sult2b1
gene1707	LOC691056
gene1708	Cyth2
gene1709	Kcnj14
gene1710	Grwd1
gene1711	Grin2d
gene1712	Kdelr1
gene1713	Syngr4
gene1714	Tmem143
gene1715	Emp3
gene1716	Ccdc114
gene1717	Abcc6
gene1718	Nomo1
gene1719	LOC103691113
gene1720	Ncr3lg1
gene1721	LOC102550828
gene1722	Kcnj11
gene1723	Abcc8
gene1724	Ush1c
gene1725	Otog
gene1726	LOC103691114
gene1727	Myod1
gene1728	Kcnc1
gene1729	Sergef
gene1730	Tph1
gene1731	LOC691143
gene1732	Saal1
gene1733	LOC102556699
gene1734	Saa4
gene1735	Hps5
gene1736	Gtf2h1
gene1737	LOC102552634
gene1738	Ldha
gene1739	Ldhc
gene1740	Tsg101
gene1741	Uevld
gene1742	LOC103695020
gene1743	LOC102556806
gene1744	LOC100911574
gene1745	LOC100365259
gene1746	Tmem86a
gene1747	Ptpn5
gene1748	Mrgprx3
gene1749	LOC100364836
gene1750	Mrgprx1
gene1751	Mrgprb4
gene1752	Mrgprb5
gene1753	LOC100360209
gene1754	Mrgprx2
gene1755	Mrgprx2l
gene1756	LOC365251
gene1757	LOC691194
gene1758	RGD1560730
gene1759	Mrgprb2
gene1760	Zdhhc13
gene1761	Csrp3
gene1762	E2f8
gene1763	LOC100360466
gene1764	LOC102546649
gene1765	Nav2
gene1766	Dbx1
gene1767	LOC102546796
gene1768	Htatip2
gene1769	Prmt3
gene1770	LOC688017
gene1771	Slc6a5
gene1772	Nell1
gene1773	LOC102557182
gene1774	LOC100125384
gene1775	LOC103691116
gene1776	Ano5
gene1777	LOC102550279
gene1778	Slc17a6
gene1779	LOC365255
gene1780	LOC102550756
gene1781	Fancf
gene1782	Gas2
gene1783	Svip
gene1784	Ccdc179
gene1785	LOC102557098
gene1786	LOC691340
gene1787	LOC365256
gene1788	LOC100910376
gene1789	LOC691350
gene1790	LOC102557103
gene1791	LOC100360844
gene1792	LOC102552387
gene1793	LOC691367
gene1794	LOC102552153
gene1795	LOC102552287
gene1796	LOC102557236
gene1797	Hspd1-ps7
gene1798	LOC103691117
gene1799	LOC100361095
gene1800	LOC103691118
gene1801	LOC365260
gene1802	LOC103691120
gene1803	LOC100361185
gene1804	LOC100910839
gene1805	LOC103695021
gene1806	LOC691415
gene1807	LOC103691130
gene1808	LOC298314
gene1809	LOC502339
gene1810	LOC691419
gene1811	Siglech
gene1812	Tubgcp5
gene1813	LOC100911748
gene1814	Cyfip1
gene1815	LOC102549565
gene1816	Nipa2
gene1817	Nipa1
gene1818	Herc2
gene1819	LOC100365773
gene1820	LOC308670
gene1821	LOC103691122
gene1822	Gabrg3
gene1823	LOC103691121
gene1824	LOC103691129
gene1825	Gabra5
gene1826	LOC691467
gene1827	Gabrb3
gene1828	LOC365263
gene1829	LOC100361605
gene1830	LOC100361687
gene1831	Trnae-uuc
gene1832	LOC103691123
gene1833	Atp10a
gene1834	LOC691503
gene1835	LOC102557533
gene1836	Ube3a
gene1837	LOC103695022
gene1838	LOC102548730
gene1839	LOC103695023
gene1840	LOC102549148
gene1841	LOC102546798
gene1842	LOC102547183
gene1843	Snurf
gene1844	Snrpn
gene1845	LOC103690242
gene1846	LOC102547296
gene1847	LOC102549310
gene1848	LOC365268
gene1849	RGD1561206
gene1850	LOC102549818
gene1851	LOC100909454
gene1852	LOC102554921
gene1853	LOC103695024
gene1854	LOC102555470
gene1855	LOC102555555
gene1856	LOC103691146
gene1857	LOC102555617
gene1858	Mir344b-1
gene1859	LOC102555775
gene1860	LOC102555866
gene1861	LOC103691147
gene1862	LOC102556511
gene1863	Mir344a-2
gene1864	LOC102547060
gene1865	Mir344-1
gene1866	Mir344g
gene1867	Mir344i
gene1868	LOC102546918
gene1869	LOC102546835
gene1870	LOC102547415
gene1871	Ndn
gene1872	Magel2
gene1873	Mkrn3
gene1874	LOC502342
gene1875	Peg12
gene1876	LOC679961
gene1877	LOC680017
gene1878	Vom2r-ps62
gene1879	LOC680059
gene1880	LOC103695027
gene1881	LOC102548067
gene1882	A26c2
gene1883	LOC102547976
gene1884	Chrna7
gene1885	LOC102548165
gene1886	LOC102548323
gene1887	LOC680151
gene1888	Hmgn5b
gene1889	Otud7a
gene1890	LOC103691153
gene1891	Klf13
gene1892	LOC102548601
gene1893	Trpm1
gene1894	Mir211
gene1895	Mtmr10
gene1896	Fan1
gene1897	Mphosph10
gene1898	Mcee
gene1899	Apba2
gene1900	Fam189a1
gene1901	Ndnl2
gene1902	LOC103691154
gene1903	Tjp1
gene1904	LOC103691155
gene1905	LOC102546680
gene1906	LOC102546538
gene1907	Tarsl2
gene1908	Tm2d3
gene1909	LOC680540
gene1910	LOC102547214
gene1911	LOC102549305
gene1912	LOC102549468
gene1913	LOC103695025
gene1914	Pcsk6
gene1915	Snrpa1
gene1916	Vimp
gene1917	Chsy1
gene1918	LOC102549532
gene1919	LOC102549616
gene1920	Lrrk1
gene1921	Aldh1a3
gene1922	LOC102549748
gene1923	Asb7
gene1924	Lins
gene1925	Cers3
gene1926	LOC102550144
gene1927	Adamts17
gene1928	Lysmd4
gene1929	Mef2a
gene1930	LOC103691157
gene1931	Lrrc28
gene1932	LOC103691158
gene1933	Ttc23
gene1934	LOC103691159
gene1935	Synm
gene1936	LOC102556885
gene1937	Igf1r
gene1938	RGD1561859
gene1939	Fam169b
gene1940	LOC102551020
gene1941	LOC103691160
gene1942	LOC102551255
gene1943	LOC682259
gene1944	Arrdc4
gene1945	Olr9-ps
gene1946	LOC103691161
gene1947	LOC100359974
gene1948	LOC102553173
gene1949	Nr2f2
gene1950	LOC102553329
gene1951	LOC100360012
gene1952	LOC102553462
gene1953	RGD1562781
gene1954	LOC102553647
gene1955	LOC102555316
gene1956	Mctp2
gene1957	LOC103691162
gene1958	LOC365286
gene1959	LOC102554078
gene1960	LOC681327
gene1961	Rgma
gene1962	Chd2
gene1963	LOC100912976
gene1964	LOC499179
gene1965	LOC103691177
gene1966	Fam174b
gene1967	LOC103691163
gene1968	LOC365287
gene1969	St8sia2
gene1970	LOC102555053
gene1971	LOC100360396
gene1972	Slco3a1
gene1973	LOC102557381
gene1974	LOC100360445
gene1975	LOC102549240
gene1976	Sv2b
gene1977	Akap13
gene1978	LOC103695026
gene1979	LOC103691165
gene1980	LOC103691164
gene1981	Klhl25
gene1982	LOC102557554
gene1983	LOC100910888
gene1984	Agbl1
gene1985	LOC103691166
gene1986	Vom1r-ps67
gene1987	LOC102553800
gene1988	LOC103691167
gene1989	LOC102553862
gene1990	Ntrk3
gene1991	LOC103691168
gene1992	Mrpl46
gene1993	Mrps11
gene1994	Det1
gene1995	LOC102547416
gene1996	LOC103691169
gene1997	Mir7a-2
gene1998	Aen
gene1999	Isg20
gene2000	LOC102547609
gene2001	Acan
gene2002	Hapln3
gene2003	Mfge8
gene2004	LOC103691170
gene2005	Abhd2
gene2006	Rlbp1
gene2007	Fanci
gene2008	Polg
gene2009	Trnar-ucg
gene2010	LOC102547943
gene2011	LOC685596
gene2012	LOC102555346
gene2013	Mir3597-3
gene2014	Mir9-3
gene2015	Rhcg
gene2016	LOC103691171
gene2017	Ticrr
gene2018	Kif7
gene2019	Plin1
gene2020	Pex11a
gene2021	Wdr93
gene2022	Snrpep2
gene2023	Mesp1
gene2024	Mesp2
gene2025	Anpep
gene2026	Ap3s2
gene2027	Arpin
gene2028	Zfp710
gene2029	Idh2
gene2030	LOC685876
gene2031	LOC102548818
gene2032	LOC102548889
gene2033	Sema4b
gene2034	Cib1
gene2035	Gdpgp1
gene2036	LOC102549117
gene2037	Ttll13
gene2038	Ngrn
gene2039	Vps33b
gene2040	Prc1
gene2041	Rccd1
gene2042	Unc45a
gene2043	LOC103691172
gene2044	Hddc3
gene2045	Man2a2
gene2046	Fes
gene2047	LOC102553801
gene2048	Furin
gene2049	LOC102553864
gene2050	Blm
gene2051	Crtc3
gene2052	LOC103691178
gene2053	Iqgap1
gene2054	Zscan2
gene2055	Wdr73
gene2056	Nmb
gene2057	Sec11a
gene2058	Zfp592
gene2059	Alpk3
gene2060	LOC102555867
gene2061	LOC102555804
gene2062	Slc28a1
gene2063	Pde8a
gene2064	Rps17
gene2065	Cpeb1
gene2066	LOC103691174
gene2067	LOC103691173
gene2068	Ap3b2
gene2069	LOC102555928
gene2070	LOC100360933
gene2071	LOC102556960
gene2072	LOC102556224
gene2073	Mir1839
gene2074	Fsd2
gene2075	Whamm
gene2076	Homer2
gene2077	Fam103a1
gene2078	RGD1305713
gene2079	Btbd1
gene2080	Tm6sf1
gene2081	LOC102556283
gene2082	Hdgfrp3
gene2083	LOC102556513
gene2084	Bnc1
gene2085	LOC103691175
gene2086	Sh3gl3
gene2087	LOC103691176
gene2088	Adamtsl3
gene2089	Fam154b
gene2090	Eftud1
gene2091	Mex3b
gene2092	LOC103690148
gene2093	LOC103691180
gene2094	LOC102552825
gene2095	LOC103691181
gene2096	Tmc3
gene2097	Stard5
gene2098	Il16
gene2099	LOC103691182
gene2100	RGD1310371
gene2101	LOC100361131
gene2102	Mesdc1
gene2103	Mesdc2
gene2104	Cemip
gene2105	Abhd17c
gene2106	Arnt2
gene2107	LOC102553298
gene2108	Fah
gene2109	Zfand6
gene2110	Magea4
gene2111	Gabre
gene2112	Mir224
gene2113	LOC103690371
gene2114	Gabra3
gene2115	Mir105
gene2116	LOC103690266
gene2117	LOC100910059
gene2118	LOC103690321
gene2119	Gabrq
gene2120	LOC103695030
gene2121	LOC103695028
gene2122	Cetn2
gene2123	Nsdhl
gene2124	LOC103695029
gene2125	LOC103690303
gene2126	Pnma5
gene2127	Pnma3
gene2128	LOC103690322
gene2129	F8a1
gene2130	Tmem185a
gene2131	LOC102556668
gene2132	RGD1562747
gene2133	LOC102556693
gene2134	Ids
gene2135	LOC103690300
gene2136	LOC103695031
gene2137	LOC689600
gene2138	LOC103690265
gene2139	LOC103690302
gene2140	LOC103695033
gene2141	LOC103690268
gene2142	RGD1564599
gene2143	LOC103690293
gene2144	Fmr1
gene2145	LOC103690272
gene2146	LOC103690274
gene2147	LOC103690275
gene2148	LOC103690276
gene2149	LOC103690277
gene2150	LOC103695032
gene2151	Mir509
gene2152	Mir547
gene2153	Mir201
gene2154	LOC100360355
gene2155	LOC103690353
gene2156	LOC103690278
gene2157	Dkc1
gene2158	LOC103695034
gene2159	LOC103690292
gene2160	Olr1768
gene2161	Ikbkg
gene2162	G6pd
gene2163	Fam3a
gene2164	Slc10a3
gene2165	Ubl4a
gene2166	Lage3
gene2167	Plxna3
gene2168	LOC103690269
gene2169	Fam50a
gene2170	Gdi1
gene2171	Atp6ap1
gene2172	Taz
gene2173	Dnase1l1
gene2174	Rpl10
gene2175	Emd
gene2176	Flna
gene2177	Tktl1
gene2178	Tex28
gene2179	Opn1mw
gene2180	Mecp2
gene2181	LOC103695035
gene2182	Irak1
gene2183	Hcfc1
gene2184	Renbp
gene2185	Naa10
gene2186	Arhgap4
gene2187	Avpr2
gene2188	L1cam
gene2189	Pdzd4
gene2190	Ssr4
gene2191	Idh3g
gene2192	Srpk3
gene2193	Plxnb3
gene2194	LOC102548439
gene2195	LOC103690402
gene2196	Abcd1
gene2197	Bcap31
gene2198	Slc6a8
gene2199	Pnck
gene2200	Dusp9
gene2201	LOC103690281
gene2202	FAM58A-ps1
gene2203	Atp2b3
gene2204	Bgn
gene2205	Haus7
gene2206	Trex2
gene2207	LOC103690324
gene2208	LOC501662
gene2209	RGD1559982
gene2210	Zfp275
gene2211	LOC100911450
gene2212	Cyp2c6v1
gene2213	LOC100361547
gene2214	Vbp1
gene2215	LOC103691184
gene2216	LOC102546990
gene2217	LOC652956
gene2218	Vom2r40
gene2219	Vom2r42
gene2220	LOC100912933
gene2221	LOC100912938
gene2222	LOC679574
gene2223	Vom2r43
gene2224	Olr12
gene2225	LOC100909966
gene2226	LOC100910049
gene2227	Olr294
gene2228	Olr17
gene2229	Olr18-ps
gene2230	LOC679705
gene2231	Olr19
gene2232	LOC100910197
gene2233	Olr20
gene2234	Olr21-ps
gene2235	Olr22-ps
gene2236	Olr23
gene2237	LOC100360319
gene2238	Olr24
gene2239	Olr25
gene2240	Olr26-ps
gene2241	Olr27
gene2242	LOC103691193
gene2243	Olr28-ps
gene2244	Olr29
gene2245	Olr30
gene2246	Olr31-ps
gene2247	Olr32
gene2248	Olr33-ps
gene2249	Olr34
gene2250	Folh1
gene2251	LOC103691192
gene2252	Vom2r-ps66
gene2253	Vom2r-ps67
gene2254	LOC102547390
gene2255	LOC100360510
gene2256	LOC100910339
gene2257	Nox4
gene2258	LOC103691187
gene2259	Tyr
gene2260	Grm5
gene2261	LOC102555017
gene2262	LOC102555105
gene2263	LOC102554680
gene2264	Ctsc
gene2265	Rab38
gene2266	LOC102547675
gene2267	LOC365305
gene2268	LOC100362759
gene2269	Tmem135
gene2270	Fzd4
gene2271	RGD1562517
gene2272	Prss23
gene2273	LOC103691188
gene2274	LOC102549783
gene2275	Me3
gene2276	Ccdc81
gene2277	LOC102549852
gene2278	l7Rn6
gene2279	Eed
gene2280	LOC365307
gene2281	LOC103691189
gene2282	LOC102550036
gene2283	Picalm
gene2284	LOC103691190
gene2285	Ccdc83
gene2286	Sytl2
gene2287	Ccdc89
gene2288	Crebzf
gene2289	Tmem126a
gene2290	Tmem126b
gene2291	LOC103695045
gene2292	LOC103691191
gene2293	LOC103691195
gene2294	Dlg2
gene2295	LOC293116
gene2296	LOC100362951
gene2297	LOC100361001
gene2298	Ccdc90b
gene2299	Ankrd42
gene2300	Pcf11
gene2301	LOC680479
gene2302	LOC100912320
gene2303	LOC100912031
gene2304	LOC103691196
gene2305	Rab30
gene2306	Ddias
gene2307	Prcp
gene2308	LOC100361096
gene2309	LOC680566
gene2310	Fam181b
gene2311	LOC103691197
gene2312	LOC499207
gene2313	LOC682872
gene2314	LOC100361286
gene2315	LOC365309
gene2316	Mir708
gene2317	Tenm4
gene2318	Nars2
gene2319	Gab2
gene2320	Usp35
gene2321	Kctd21
gene2322	LOC102550214
gene2323	Alg8
gene2324	Ndufc2
gene2325	Thrsp
gene2326	RGD1562118
gene2327	LOC102557251
gene2328	Kctd14
gene2329	Ints4
gene2330	Aamdc
gene2331	Rsf1
gene2332	Clns1a
gene2333	LOC102557309
gene2334	Aqp11
gene2335	LOC102550562
gene2336	LOC103691198
gene2337	Pak1
gene2338	LOC680975
gene2339	Gdpd4
gene2340	LOC293133
gene2341	Myo7a
gene2342	LOC103691199
gene2343	Capn5
gene2344	Omp
gene2345	B3gnt6
gene2346	Acer3
gene2347	Tsku
gene2348	RGD1559902
gene2349	Gucy2d
gene2350	Lrrc32
gene2351	LOC681127
gene2352	RGD1310712
gene2353	Prkrir
gene2354	Trnap-ugg
gene2355	Trnap-agg
gene2356	Wnt11
gene2357	RGD1561870
gene2358	Uvrag
gene2359	Dgat2
gene2360	Mogat2
gene2361	Map6
gene2362	Serpinh1
gene2363	Gdpd5
gene2364	Klhl35
gene2365	Rps3
gene2366	LOC100912335
gene2367	Arrb1
gene2368	Mir326
gene2369	Tpbgl
gene2370	Slco2b1
gene2371	Olr35
gene2372	Olr36
gene2373	Olr37
gene2374	Neu3
gene2375	LOC102553078
gene2376	Spcs2
gene2377	Xrra1
gene2378	LOC102547456
gene2379	Rnf169
gene2380	Chrdl2
gene2381	Pold3
gene2382	Lipt2
gene2383	LOC100912071
gene2384	Kcne3
gene2385	Pgm2l1
gene2386	P4ha3
gene2387	Ppme1
gene2388	C2cd3
gene2389	Ucp3
gene2390	Ucp2
gene2391	Dnajb13
gene2392	LOC103691200
gene2393	Coa4
gene2394	Mrpl48
gene2395	LOC102548233
gene2396	Rab6a
gene2397	Plekhb1
gene2398	Fam168a
gene2399	Relt
gene2400	Mir3102
gene2401	P2ry6
gene2402	P2ry2
gene2403	LOC102548476
gene2404	Fchsd2
gene2405	Atg16l2
gene2406	LOC102546541
gene2407	Stard10
gene2408	Arap1
gene2409	Pde2a
gene2410	Mir139
gene2411	Art2b
gene2412	LOC365317
gene2413	Clpb
gene2414	LOC102547177
gene2415	Phox2a
gene2416	Inppl1
gene2417	LOC103691225
gene2418	Folr2
gene2419	LOC102547245
gene2420	Folr1
gene2421	Anapc15
gene2422	Tomt
gene2423	Lamtor1
gene2424	Lrrc51
gene2425	Numa1
gene2426	Il18bp
gene2427	Rnf121
gene2428	LOC102549471
gene2429	Trpc2
gene2430	Art5
gene2431	Art1
gene2432	Chrna10
gene2433	Nup98
gene2434	Pgap2
gene2435	Rhog
gene2436	Stim1
gene2437	LOC103695043
gene2438	Rrm1
gene2439	Olr38-ps
gene2440	Olr39
gene2441	Olr40
gene2442	Olr41
gene2443	Olr42-ps
gene2444	Trim21
gene2445	Olr43
gene2446	Olr44
gene2447	Olr45
gene2448	Olr46
gene2449	Bcl2l1-ps1
gene2450	Olr47
gene2451	Olr48
gene2452	LOC684171
gene2453	LOC684179
gene2454	Trim68
gene2455	LOC684208
gene2456	Olr63
gene2457	Olr62
gene2458	Olr60
gene2459	Olr59
gene2460	Olr58-ps
gene2461	Olr57
gene2462	Olr56
gene2463	Olr55-ps
gene2464	Olr54-ps
gene2465	Olr53
gene2466	LOC684170
gene2467	LOC103691226
gene2468	Olr51
gene2469	Olr50
gene2470	LOC100912673
gene2471	Olr49
gene2472	LOC684365
gene2473	LOC684376
gene2474	Olr66-ps
gene2475	Olr67
gene2476	Nras-ps1
gene2477	Olr68
gene2478	Olr69
gene2479	Olr70
gene2480	Olr71-ps
gene2481	Olr72
gene2482	Olr73-ps
gene2483	Olr74
gene2484	Olr75
gene2485	Olr76-ps
gene2486	Olr77
gene2487	Olr78
gene2488	Olr79
gene2489	Olr80
gene2490	Olr81
gene2491	Olr82
gene2492	Olr83
gene2493	Olr84
gene2494	Olr85
gene2495	Olr86
gene2496	Olr87
gene2497	Olr88
gene2498	Olr89
gene2499	Olr90-ps
gene2500	Olr91
gene2501	Olr93
gene2502	Olr94
gene2503	Olr95
gene2504	Olr96
gene2505	Olr97
gene2506	Olr98
gene2507	Olr99-ps
gene2508	Olr100-ps
gene2509	Olr101
